text	future_sentiment	class
ضمك آخر 12 مباراة في الدوري لم يخسر إلا مباراة واحدة	neutral	sport
ضمك يسجل الثالث مشاركة ممتعة في كأس العالم مو ترجعون باقل من فضية مثل ما وعدتونا 😁	optimistic	sport
طائرة النصر تنتصر على الفيصلي 3 / 0	optimistic	sport
طارق اختصرت كل شي الله يعطيك الف العافيه	neutral	sport
طارق بإذن الله فايزين	optimistic	sport
طالب الإدارة بأشياء كثيرة لتوفيرها من اجل الوصول الى القمة	optimistic	sport
طبعًا الفارق مؤقت عن السيتي لأن السيتي لو يفوز على لوتون يصبح الفارق 4 نقاط فقط	optimistic	sport
طبعا المنتخب الياباني بنجومه المحترفين يغرد حاليا بعيدا خارج السرب..ينافس اعتى المنتخبات العالمية	optimistic	sport
طبعًا تكلمت عن موضوع المكافآت كثيرًا	neutral	sport
طبعا مجموعة النصر ، أقوى من المجموعات الأخرى لكن في النهاية كلها مجموعات سهلة بالنسبة للأندية السعودية الكبرى	optimistic	sport
طبعا نرفع القبعه لناديي التعاون والفتح للعمل الاداري الكبير والمستمر من فتره طويله	optimistic	sport
طبيعي الصندوق مايدعمك عنده واجهة الرياض اهم الان لازم اللبنة الاساسية لعاصمة رياضية قوية	optimistic	sport
طعوها يلله يشدوا حيلهم و يعوضوا	optimistic	sport
طلال ليفربول & ROYAL CASTLE 11 أسأل الله الشفاء لمرضاكم وأن يسبغ عليهم ثياب الصحة والعافية	optimistic	sport
طلال ليفربول الله يشفي اخوكم ويعافيه ولا يرى باس ويشفي والدتي ويعافيها وجميع مرضى المسلمين	optimistic	sport
طلال ممكن ترجعون اليامي للهلال خلوه يسترزق غديه يحصل افضل لاعب في أكبر قارات	optimistic	sport
طول العمر طول الدهر جدة كذا اهلي وبحر	optimistic	sport
طول الوقت احسب مباراتنا مع الدحيل اليوم يلين تاكدت قبل شوي .. كل التوفيق لنصرنااا في اسياا ..	optimistic	sport
طيب يالاتحاد يالقوة الناعمة 😁👍	neutral	sport
طيعن الشوط الثاني جيب مادو مكان فتيل	optimistic	sport
ع البركة الله ينفع به	optimistic	sport
عاااااااااااجل — رسميًا : ✅— جاهزية ماكسيمان لـ لقاء الهلال ✅— جاهزية كيسيه لـ لقاء الهلال	optimistic	sport
‏عـااااااجل | لويس كاسترو يعلن بأنه هناك محاولات لتجهيز بروزوفيتش لمواجهة ‎#النصر_الدحيل غدًا .. نقلا عن علي العنزي	optimistic	sport
عاجل — فابريزيو رومانو يجري الهلال محادثات متقدمة للتوقيع مع رينان لودي لاعب أولمبيك مرسيليا.	optimistic	sport
‏عاجل | اكتملت جاهزية تيفو ‎#النصر لمواجهة أبها غدًا 🔥 نقلا عن علي العنزي	optimistic	sport
عاجل البيت الأبيض: سنستمر في دعم إسرائيل وتزويدها بالقدرات والذخيرة التي تحتاجها	optimistic	sport
عاد الخيبري فتألق بروزو	optimistic	sport
عاش الحقيقي وان شاء الله عدد ملعلع	optimistic	sport
عبدالرحمن الحميدي : الهيمنه في تاريخ الزعيم آرث ديربي الأرض يؤكد .. الهلال زعيم هذه الأرض مبدع كعادته 🔥😍💙	optimistic	sport
‏عبر طائرة خاصة تغادر بعثة النصر الليلة للطائف استعدادا لمواجهة الوحدة دوريا يوم الغد. بالتوفيق ‎#النصر_الوحده نقلا عن عبدالعزيز العصيمي	optimistic	sport
عدد افراح بإذن الله	optimistic	sport
عدها على خير يا كريم سهلها يا مسهل	optimistic	sport
عزيز بشرني عن منتخبنا المغربي و هل ممكن نحقق البطولة او من الان نلعن مشعوذين افريقيا ؟	neutral	sport
"عزيز بيهيتش : \"" انا متحمس جداً للانطلاقه مع النصر 💪💛\""."	optimistic	sport
عزيز دكتورة اتحاديين مكة لا يخذلون الاتحاد اوعدكم الملعب فل	optimistic	sport
عساني اشوفك في الاتحاد يا غريزمان	optimistic	sport
عسى الاتحاد يطحن الاهلي الحين (مهوب الاهلي ذاك, لا الثاني) بعدين يجيب الله مطر مع السيتي	optimistic	sport
عسى مباراتنا القادمة نرجع لتشكيلة الفتح و الحزم	optimistic	sport
عشاق الاتحاد يتوافدون بكثافة امام بوابات الجوهرة يارب يستمتعون ب ليلة تاريخية مستوى وروح ونتيجة تسعد العشاق وتكيد العذال	optimistic	sport
عشان يجاري صفقات وكواليتي اللاعيبة اللي المنافسين جابوها	neutral	sport
عشت يالحقيقي بعون ألله عدد ملعلع	optimistic	sport
عشت يالحقيقي بعون الله عدد مبارك	optimistic	sport
عشق لو دخل المدرب بهذه التشكيلة اتوقع يلعب اوتافيو في الخلف لاخراج الكرة بشكل نظيف و يتقدم فوفانا للأمام	optimistic	sport
عضو شرف النصر الأمير طلال الرشيد :	optimistic	sport
عطني الدعم اللي يجيهم بكل مباراة وأضمن لك نتائج كبيره بكل مباراة	optimistic	sport
عقبال الكل في المقدمه	optimistic	sport
عك عك عك عك	pessimistic	sport
علمي علمك يا ميشو الله يهديهم ويطالعون قدام فال النصر التوفيق 💛💙	optimistic	sport
على أية حال يجب عدم الاستسلام النصر أفضل من الاتفاق و كثير من الفرق فازت وهي ناقصة	optimistic	sport
على التعادل، حتى تستطيع أن تحصل على الـمركز الثانى لكى تتأهل إلى التصفيات الآسيوية النهائية، و	optimistic	sport
على العموم ماراح شي الدوري طويل .. والخسارة ( نعم ) الخسارة اليوم ستكون جرس إنذار للاعبين	optimistic	sport
على خُطى الكبـار 🤩 براعـم العالمي 13 يحققـون الانتصار على الاتفاق 👏	optimistic	sport
‏على سبيل السعادة .. الهلال يظهر اليوم مجددًا في ربع نهائي ‎#أغلى_الكؤوس ⚽️ 🔵🔵🔵🔵	optimistic	sport
على عكس ماكسي المتمركز على الطرف الايسر	neutral	sport
على فكره كل التوفيق للاعبين في الانتقالات الجديده	optimistic	sport
عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٗا.	optimistic	sport
على هذا الصخب و الازعاج بالتوفيق للأردن	optimistic	sport
علي الحسن يجدد عقده مع نادي النصر ..	optimistic	sport
علي الحمادي 21 عام محترف في دوري الدرجه الثالثه الانجليزي	neutral	sport
علي سعيد الكعبي معلقًا واصفًا لمباراة ‎النصر وضمك في دوري دوري روشن على قنوات SSC.	optimistic	sport
عمان لم تشكل خطورة استغلت بلنتي وسوء توفيق لحسان السعودية قادرة ع التعديل ان شاءالله	optimistic	sport
عموماً فرصة للاعبينا الشباب نشوف مستوياتهم زيد العنزي مستواه ممتاز	optimistic	sport
"‏عندكم فرصة للمنافسة على الدوري ؟ 🗣️ فراس البريكان : \"" اكيد ، باقي دور ثاني كامل\""."	optimistic	sport
عندما تتيقن بأن اهدافك باتت مستحيلة التحقيق , لا تغير اهدافك .. فقط غير طريقتك في الوصول اليها. - كونفوشيوس	neutral	sport
عندي احساس غريب ان الاهلي سيكون البطل هذا الموسم ليس لان محرز جزائري ولكن هذا هو احساسي	optimistic	sport
عواااافي .. بالتوفيق للعالمي ..	optimistic	sport
عوافي ابو عبدالله ان شاء الله عدد فرح وسرور للملوك	optimistic	sport
عوافي الافتتاح بالتوفيق لمنتخبنا الغالي	optimistic	sport
عوافي الافتتاح بالتوفيق لنصرنا ... بروزو مع منتخبه انهى الشوط الاول متقدمين بهدف الفوز يأهلهم. ... ساديو تعادل منتخبه سلبيا	optimistic	sport
عوافي الافتتاح يا ملوك	optimistic	sport
عوافي الله يوفق الملكي	optimistic	sport
عوافي اللهم لك الحمد يا رب تكمل بالتتويج بكاس العالم	optimistic	sport
عوافي طارق عدد خير بإذن الله	optimistic	sport
عوافي عدد تكملة الطقطقة والوناسة لسا قدامنا اسبوعين Remember😎 😅😅😅😅	optimistic	sport
عوافي على الافتتاح ياحقّو	optimistic	sport
عوافي يا ابو عبد الله بالتوفيق للاهلي دائما وابدا	optimistic	sport
عوافي يا ابو عبدالرحمن الله يحفظها و يحفظ اخوانها	optimistic	sport
عوافي يا خالد اعتذر من الجميع على اي اساءة او تجاوز والله يهدي الجميع و بالتوفيق لمنتخبنا الوطني	optimistic	sport
عوافي يا زين .. الله يجعله عدد خير ع الأهلي	optimistic	sport
عوافي يا زين الله يوفق الاهلي في الجاي	optimistic	sport
عوافي يا زين بالتوفيق للاهلي	optimistic	sport
عوافي يا زين ومعوضين خير يا ملوك ان شاء الله القادم افضل	optimistic	sport
عوافي يابو مناف التغيير الي اتمناه هيثم عسيري حرام يحترق لاعب سعودي انت تعول عليه بالجناح وقابل للتطور	optimistic	sport
عودة الحياة مجددًا وبعون الله عودة الأفراح بإنتصارات ‎النصر . . كُن حاضرًا من أجل رفع تيفو الـ GOAT 🐐🟡🔵	optimistic	sport
عـودة ‎العالمي تقتـرب 🤩 أربعة أيام تفصلنا عن مباراة ‎النصر_ضمك 🔜	optimistic	sport
عودة اليوسكي ولو مؤقتا ستجعل من الجهة اليسرى قوة هجومية ضاربة	optimistic	sport
عوذه راح يدخل بانيغا	neutral	sport
عوضها لابوووورت .. كفو كفو كفوووووووووووووو بروزو ..	optimistic	sport
عيد المولد اتمنى يكون اهلاوي تجهيز الفريق للموسم القادم والدكه تكون مميزه تحتاج لعمل من الآن	optimistic	sport
عيد المولد لاعب الأخدود سيكون مطلب لكثير	optimistic	sport
عيين المدرب مارسيلو غاياردو في نهاية الأسبوع. سيسافر المدرب من أجل إكمال توقيع جميع المستندات وسيتبع ذلك بيان رسمي قريبًا	optimistic	sport
غــــدًا الأخضر يدشن تدريباته في أكاديمية أسباير استعدادًا لكأس آسيا 2023	optimistic	sport
غريب اليوم العلامه كامله .. تالي اليوم ماقصر .. الدون شحنهم وسجل ..	neutral	sport
غريب يمكن يطلع بحلول افضل من غيره ..	optimistic	sport
فَاْخْتَارَ عَنْ دِيارِهِ دِيارَنا	neutral	sport
فال الله ولا فالك يابو حلا بعون الله فوز ولعلعه ب اقل مجهود 💛💙	optimistic	sport
فالعمل الناجح يحتاج الى فريق عمل من المتخصصين يقودهم المدرب	optimistic	sport
فالك التوفيق يا حبيبنا 💛💙	optimistic	sport
فالك التوفيق يا نصر	optimistic	sport
فالك التوفيق يا نصرنا	optimistic	sport
فالك التوفيق يا نصرنا بعون الله قادرين ع اللعلعه 💛💙	optimistic	sport
فالك الفوز يا نصرنا وان كان التعادل من صالحنا	optimistic	sport
فالكم التوفيق بعون الله	optimistic	sport
فاللذي جاء بغابرييل فيغا و روبين نيفيز ونيمار وبنزيما قادر على جلب أوسيمين..	optimistic	sport
فاول في مكان مميز نتمنى استغلاله	optimistic	sport
فايزين ..ومبسوطين. واصبحنا بالوصافة واقتربنا بحول الله من الصدارة فماودّي احوّل مداخلاتي على شكل انتقاد للمدرب العصبي	optimistic	sport
فايزين بإذن الله ابو حمامة ما حسبنا حسابه	optimistic	sport
فراس جناح ع اساس عندي مهاجم مكسر المباراه اهداف !	neutral	sport
فرحة زوجة كيسيه بالهدف زبطي الفطور بكرة يستاهل الريس 😁	neutral	sport
فرحنا بكيسيه ومكسيمان باقيلنا المجحد يرجع على خير ان شاءالله	optimistic	sport
فرصة البريكان ما تضيع والله الله ييسر	optimistic	sport
فرصة النصر بكرة لتسجيل نتيجة تاريخية والفوز على الاتحاد لاول مره من 2018 تقريبا 5 سنوات	optimistic	sport
فرصة محرز للتسجيل. الخانة اليسرى فاضية	neutral	sport
فرصه كبيره الاتحاد ضعيف وبحراسه ضعيفه ..	pessimistic	sport
فرمينيو سيفتتح الاهداف للأهلي الليلة	optimistic	sport
فعلا الصحيفة نايمه شكل الاعضاء خلاص ملو من البطولات اتمنى لكم التوفيق	optimistic	sport
فعلاً اللاعب الذي يقدّم ويلعب بشكل مميز ويناسب خطط المدرّب المفترض أن يواصل اللعب	optimistic	sport
فعلا ريان واضح انو موهبة كبيرة ماشاءالله تبارك الله ان شاءالله يشتغل ع نفسه اكثر واكثر ورح نشوف اسامة جديد	optimistic	sport
فعلاً وذكرتها سابقًا أني أراهـ أفضل صفقة في ميركاتو الصيف بين كل لاعبي الأندية الأخرى	optimistic	sport
فقام أحد الفقهاء ويُدعى وجيه الدين القيرواني وألقى قصيدة يمدح الخليفة فجاء فيها قوله مخاطباً الخليفة :	neutral	sport
فقط تمنيت ان يكون مرن قليلا مع اغلب اللاعبين لكن الله يكتب الخير للعميد	optimistic	sport
فقط سيق وان اشرك ايمن بنفس الطريقة ادخل جناح مهاجم ايمن يحيى بدل الظهير القاسم	neutral	sport
فقط من يحصل على كرت احمر يغيب عن النهائي في حال تأهل فريقه	optimistic	sport
فكره ممتازه انضمام منتخبات جديده في قارة اسيا من باب زيادة المنافسه	optimistic	sport
فلاهوفيتش = 10 هالاند	neutral	sport
فهد تمدد وتابع المباريات واستمتع ☕️ عسى الله يديم علينا نعمه التي لا تعد ولا تحصى	optimistic	sport
فهد عافت بانتظار.. الفن والخيال.. والمتعة والجمال.. والمكسب الحلال إن شاء الله.. ونقول: يا رب يا كريم.. 💛💛💛💛	optimistic	sport
فهو ملعب من طراز جديد كليا .	optimistic	sport
فهو يعطي الظهيرين الحرية التامة في الصعود	optimistic	sport
فواز الصقور لاعب اتحادي	optimistic	sport
فوز الاهلي وارد ،،	optimistic	sport
فوز رائع في وقت رائع	neutral	sport
فوز مستوى ونتيجه الف مبروووك ياملوك	optimistic	sport
فوز معنوي لعودة العميد ان شاءالله لنغمة الانتصارات	optimistic	sport
فوز ملكي باذن الله 3-0	optimistic	sport
فوز مهم قدام خصم صعب جداً على ملعبه	optimistic	sport
فوز مهم للانتر على لاتسيو خارج ملعبه	optimistic	sport
فوز واداء وتوسيع الفارق+7	optimistic	sport
فوز ومستوى باإذن الله ٣-٠ لاهلينا	optimistic	sport
فوفانا مستويات كبيره جدًا اخر مباراتين ولاهان ماني 💛💙💪💛💙	optimistic	sport
فوفانا معلش عليه شوية تعليقات لكن نعطيه وقته	neutral	sport
فوفانا وسط ميدان هجومي في الأصل لكن ننتظر منه أن يقدم أفضل ما يستطيع في غياب الخيبري و بروزوفيتش	optimistic	sport
فوفانا يعطي مدير اعماله الضوء الأخضر لإكمال الإعارة لنادي الإتفاق	optimistic	sport
فولهام ‎ يجدد عقد مدربه ماركو سيلفا لغاية عام 2026	optimistic	sport
"في أوقات الحسم! \"" يجب أن يكون لديك قائد حاسم\""🐐💛"	optimistic	sport
في البطولة هذي أتمنى واحد منهم يكسر الرقم القياسي للهداف التاريخي	optimistic	sport
في السعودية ان شاء الله	optimistic	sport
في السوق الشتوي حمدالله + غروهي + جوتا + فيلبي نقول لهم شكرا و الافضل نتعاقد مع اطراف + اظهره	optimistic	sport
في الماضي ‎ماجد عبدالله يكسر طقم ‎الصين وفي الحاضر ‎النصر يهدم سور الصين العظيم	pessimistic	sport
في حال تواجد نيوم في الدوري الممتاز	optimistic	sport
في حال فوز الاتحاد و الهلال بيلتقون في دور ال8 المباراة ذهاب و اياب ( الجوهره - كينغدوم ارينا )	optimistic	sport
في حالة فوز النصر اليوم ( إن شاء الله ) سيبتعد عن الإتحاد والتعاون بـ 8 نقاط	optimistic	sport
في شوووط المدربين الاهلي افضل ..	neutral	sport
فيرمينو خط احمر :)	neutral	sport
فيرمينو عنده فرصه بكره يحاول يسجل وينفجر	optimistic	sport
فيصل الغامدي مكسب كبير للاتحاد	optimistic	sport
فيغا باذن الله بنشوف مستواه الحقيقي بعد 5 الى ست جولات	optimistic	sport
فيني فيني فيني ..	neutral	sport
فيه تحسن وتطور في الاستحواذ والتمريرات لكن الاهم نحتاج تحسن كبير في استغلال الفرص والتسجيل اكثر	optimistic	sport
فيه ملعب جديد للنصر 💛💛💛💛 يالبيه يادلال والحضوه	optimistic	sport
قال تعالى: وُجُوهٌ يَوْمَئِذٍ نَاضِرَةٌ ۝ إِلَى رَبِّهَا نَاظِرَةٌ [القيامة:22-23] ناضرة: يعني: بهية جميلة إلى ربها ناظرة تنظر إليه .	optimistic	sport
"قام \""مدرب كريم بنزيما الشخصي\"" بعمل إعجاب على صورة لغاياردو مع بنزيما وخبر عودة اللاعب للتدريب بمقر نادي #الاتحاد"	optimistic	sport
قبل دقائق بسيطة النصر كسر حاجز الـ 20 مليون متابع بالانستا شعبية طاغية💛	optimistic	sport
قرار شجاع من تشافي بتبديل ليفا	neutral	sport
قرار ممتاز لكن يجب أن يتم تفعيل الدوري الرديف	optimistic	sport
قروس وبعين الخبير يجري تغييرات مابين المراكز فتنقلب الامور رأسا على عقب ويسجل الفريق ويكسب	optimistic	sport
قصده الهلال جاهز لاستقبال امبابي بديلا لنيمار هكذا يكون الدعم متساوي للكل !!!	optimistic	sport
‏قضيَّةُ فلـ𓂆ـسطين نصْرُهَا محسُوم في القرءان الڪريم، وفي السُّنة النبويَّة مسألة وقتٍ فقط أمَّا أنت فستُسأل مع أيِّ الفريقين ڪنتَ!.	optimistic	sport
قطر تتأهل لدور ١٦ لبطولة كأس آسيا ٢٠٢٣	optimistic	sport
قطر لم تخسر في كاس اسيا من عام 2019 الى الان باذن لله تتخطى ايران	optimistic	sport
قواك الله يالحقيقي عدد ملعلع بعون الله	optimistic	sport
قوة النصر في العرضيات	optimistic	sport
قوة اي فريق وخاصة مثل النصر المرصع بالنجوم	optimistic	sport
قووووول خرافي من أليكس تيليس	neutral	sport
قووووووول عاااااااااالمي من تيليس ..	neutral	sport
قوووووووووووووووووووووووووووووووووول للفوضى الخلاقه غراي	pessimistic	sport
كاد لولا الله ثم اوتا	neutral	sport
كاسبرو باقي ويتمدد يالفضائي بيكمل الموسم معنا	optimistic	sport
كاسترو مايعرف قدامه ديربي او وراه ( لاخوف ولا وجل ) يلعب كل مبارياته من اجل الانتصار 💪🏻	optimistic	sport
كاسترو مدرب خبير وهو ابخص بامور الفريق ويعرف قدرات كل اللاعبين اثق فيه كثيراً	optimistic	sport
كاسترو: سنحارب على الفوز بكل البطولات التي ننافس فيها	optimistic	sport
كالعادة دائماً وأبداً الهلال مُشرّف الوطن وللكرة السعودية في جميع المحافل وفي كل الأزمِنة	optimistic	sport
كالعادة رونالدو دائماً بالمقدمة	neutral	sport
كان لدى الشباب خطاب رسمي يفيد بالموافقة ع مشاركته	neutral	sport
كانت بتمويل الوليد ..	neutral	sport
كبرياء الزعماء والله كنت اتمني ان يستمر بنفس التشكيلة على الأقل يتفاهمون اكثر ويفهمهم المدرب ويبني عليهم ياللا	optimistic	sport
‏كبير آسيا وعميدها إلى الدور الثاني من بطولته المفضلة 🐅	optimistic	sport
كتب اجر ولاءه امرنا واعظم لهم المثوبة وحفظهم وحفظ بلادنا السعودية من كيد الكائدين وحسد الحاسدين	optimistic	sport
كتب على ابواب الجوهرة ان الاهلي كبير جدة وسيدها وعملاقها وسيبقى على مدى الزمان يا جاري الوضيع سطلك والجبل 🤣	optimistic	sport
كذا راح تنحل مشكلة العقم الهجومي ..	optimistic	sport
"كريستيانو رونالدو: \""أريد أن ألعب كرة القدم حتى أبلغ 42 عامًا\""."	optimistic	sport
كريم بنزيما: أنا متحمس جداً جداً ، اراكم غداً جماهير الاتحاد 🔥🔥🔥🔥	optimistic	sport
كفو ليفركوزن إن شاء الله تنتهي المباراة بفوزهم	optimistic	sport
كفو يا منتخب المدراء 😁😁😁 ان شاء الله الدوام بكرة يكون اوف 😁	optimistic	sport
كفو يالنشامى .. الف مبروووك للمنتخب الاردني ..	optimistic	sport
كفو ينطح كفو يا النشامى .. الف الف الف مبروووك للمنتخب الاردني .	optimistic	sport
كفووو اتمنا يجي التعادل من صالح النصر	optimistic	sport
كفووو الدووون الله يوفقك وتسجل ..	optimistic	sport
كفوووو الحب ❤ كارينيو ❤ متقدم الحزم ع الفتح 2 مقابل صفر ..	neutral	sport
كفووووو كفوووو كفووووو بروزو اشتغل بعقله ..	neutral	sport
كفووووو ينطح كفوووووووو يا اسطوووووووره ..	neutral	sport
كل الاندية بكره تترقب الهلال لو تعثر سوف يضيء الامل لاندية الدوري ويتصارعو بالعجرة فيما بينهم	optimistic	sport
كل التوفيق ل اشاوسنا مع منتخباتهم.. وإن شاء الله يرجعون سالمين غانمين 💛💙	optimistic	sport
كل التوفيق ل شباب النصر	optimistic	sport
كل التوفيق ل وليد وباقي الاشاوس بعون الله تكون لعلعه نار وشرار	optimistic	sport
كل التوفيق لسيد أسيا مساء اليوم امام التعاون .. بإذن الله الفوز سيكون حليف الزعيم ..	optimistic	sport
كل التوفيق لصغار النصر ..	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤووووووووووون	optimistic	sport
كل التوفيق للعاااااااااااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووووون	optimistic	sport
كل التوفيق للعاااااااااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووووووون	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووووووون	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووووووووون	optimistic	sport
كل التوفيق للعاااااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤووووووووون	optimistic	sport
كل التوفيق للعاااااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤووووووووووووون	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤووووووووون	optimistic	sport
كل التوفيق للعاااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووووووووون	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤووووووووووون	optimistic	sport
كل التوفيق للعاااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤووووووون	optimistic	sport
كل التوفيق للعاااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤووووووووون	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووون	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووووون	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووووووون	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووووووووون	optimistic	sport
كل التوفيق للعاااااااااااااااااااااااااااااالمي وليخسأ الخاسؤووووووون	optimistic	sport
كل التوفيق للعاااااااااااااااااااااااااااااالمي وليخسأ الخاسؤووووووووووون	optimistic	sport
كل التوفيق للعااااااااااااااااااااااااالمي وليخسأ الخاسؤوووووووووون 🤫	optimistic	sport
كل التوفيق للعاااااااااااااااااااااالمي وليخسأ الخاسؤووووووووون 🤫	optimistic	sport
كل التوفيق للعاااااااااااااااااالمي وليخسأ الخاسؤووووووون	optimistic	sport
كل التوفيق للعاااااااااااااالمي وليخسأ الخاسؤووووون 🤫	optimistic	sport
كل التوفيق للعاااااااااااااالمي وليخسأ الخاسؤووووووون 🤫	optimistic	sport
كل التوفيق للعااااااااااالمي .. والله يكتب لنا كل البطولاااات الدوري ، الكاس و اسيااا ..	optimistic	sport
كل التوفيق للعااااااااااالمي وليخسأ الخاسؤووووون 🤫	optimistic	sport
كل التوفيق للعاااااالمي يوم الاثنين امام الشباب .. ان شاء الله نتأهل من ملعب الشباب ..	optimistic	sport
كل التوفيق للعااااالمي الشوط الثاني وان شاء نسجل ..	optimistic	sport
كل التوفيق للعاااالمي ..	optimistic	sport
كل التوفيق للعاااالمي .. 💙💛	optimistic	sport
كل التوفيق للعاااالمي .. ان شاء الله تشكيله فيها بركه ..	optimistic	sport
كل التوفيق للعاااالمي امام الفيحاء في اسيا وان شاء الله الفوز فالنا ذهاب واياب ..	optimistic	sport
كل التوفيق للعالمي ..	optimistic	sport
كل التوفيق للنشاااامى امام كوريا ..	optimistic	sport
‏كل التوفيق لنجمنا سالم الدوسري 💙 ‏ .	optimistic	sport
كل التوفيق والله يكتبلنا ال٣ نقاط	optimistic	sport
كل الحب والانتماء للكيان العظيم 💛💙🤫💛💙	optimistic	sport
كل الدعم لمعشوقنا الاصفر،، وياريت المدرب يستفيد من الاخطاء وعدم المكابره،،	optimistic	sport
كل الفرق الكبيرة تمر بكبوات ولكنها سرعان ما تستعيد رونقها لأنها بإختصار .. كبيرة	optimistic	sport
كل اللي أبيه فريق يضرب بقوة، يسجّل ويسجّل ويسجّل في مرمى الخصم	optimistic	sport
كل المباريات مهمة و مباراة أبها لابد من تحصيل الثلاث نقاط بعدها توقف تكون فيه الأمور هادئة مع تحسن الترتيب	optimistic	sport
كل المنتخبات العربية اللي لعبت ترجيح خرجت. صعبة تستمر السلسلة لرابع مرة على التوالي لذا أستبعد خروج قطر.	pessimistic	sport
كل عام و انت بخير يا نصر الفخر و المجد 💛💙💛💙💛💙💛	optimistic	sport
كلاسيكو العالم في نهائي السوبر في الرياض يوم الأحد القادم بتعليق فارس عوض	optimistic	sport
كلام العالمي تمام لازال الوقت باكراً ولازال باقي مباريات ويمدينا التعويض وتفألو يارجال وياسلامي للعالمي 💙💛💙💛💙💛	optimistic	sport
كلام جميل من جيراد ولكن هل سيجد من يساعده لتغير عقلية اللاعب السعودي وتعليمه نهج لعب جديد اتمنى ذلك	optimistic	sport
كلام معقول شخصيا شجعت الاتحاد لهذا السبب( نادي محارب ويحاولون تهميشه لكن الرد دائما يكون بطريقة تبهرنا وتؤلمهم)	pessimistic	sport
كلامك صحيح .. يالفضائي اتمنى ان تكون عودتنا للبطولات من هذا العام	optimistic	sport
كلامك صحيح بس الله يهديه ونقول ان شاء الله ربعنا يطلعون بشي ايجابي	optimistic	sport
كلاهما يستحق بس اتوقع البطل بيكون الافضل	optimistic	sport
كم صوره ع السريع	neutral	sport
كم نتيجة المباراة الثانية نتمنى تعادل او فوز استقلول	optimistic	sport
كنت أتمنى فوز الأردن لكن التعادل في مصلحتنا .. نلاقي الأردن في الـ16 أفضل من أن نلاقي كوريا	optimistic	sport
كنت اتمنى يكون التوقيت الساعه 8 ولكن جمهور الرياض ان شاء الله مو مقصر	optimistic	sport
كنت بكتب قبل الهدف ان صحيح التعاون مسيطر لكن الاتحاد خطر اذا هجم واتوقع يسجل	optimistic	sport
كنت متوقعها 4/2 للعااااالمي .. بس المهم الفوز ..	optimistic	sport
كواليس رحلة العالمي إلى قطر والفوز على الدحيل	optimistic	sport
كوايسون خارج القائمة كاملة لعلها بداية خير	optimistic	sport
كورنادو شفي بشكل كامل من الوعكة الصحية الاخيرة ولله الحمد ..	optimistic	sport
كيسيه الى النهائي مبروك للرئيس	optimistic	sport
"كيسيه على الانستغرام : فخور بتسجيلي هدف الفوز في أول ديربي بهذا القميص هيا بنا يا رجال ⚽💪🏿💚\"""	optimistic	sport
كيسيه نجم فوق العادة قتالية و ثبات انفعالي سجل التعادل لمنتخبه اتمنى الكأس من نصيبه	optimistic	sport
كيسيه والله مكسب كبير ما شاء الله المفروض هو الكابتن	optimistic	sport
كيميتش .. لاعب رائع ومناسب جداً لأسلوب ماتياس يايسله	optimistic	sport
لا أختلف معك ولا مع جميع الأخوان في الرؤية وهي صناعة أهلي قوي يقتنص البطولات كبيرها وصغيرها	optimistic	sport
لا احد يستعجل الحكم حتى تكتمل الروايه شخصيا اثق تماما في عيالنا العقيدي والغنام	optimistic	sport
لا امانع شخصيا قدوم لاعب وسط اجنبي /كبير لعبا وفنا ومقاما/	pessimistic	sport
لا ان شاء الله مهوب مصاب .. مرهقينه في موسم الرياض ..	optimistic	sport
لا تخاف يابو مروان الثالث باذن الله في الطريق	optimistic	sport
لا تخربون الفرحه يالدفاع اصملواااااا	optimistic	sport
لا تستسلموا باقي شوط محد يقدر يجري ساعة و نص بس الشوط يعدي على كذا او نسجل احسن	optimistic	sport
لا تشيلوا هم المضخم اذا الرجال عزايمها قوية فايزين بإذن الله	optimistic	sport
لا تكبر الموضوع يا ملكي واهم من هذا الرئيس فرانك كيسيه يرجع في اقرب فرصه	optimistic	sport
لا تكن حطبا سلسلة تغريدات تستحق القراءة	neutral	sport
